id,name,category,price,unit,image,description
369,Yogurt,Dairy,243,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
370,Rice,Grains,229,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
371,Wheat,Grains,79,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
372,Barley,Grains,31,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
373,Oats,Grains,98,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
374,Corn,Grains,216,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
375,Tomato,Vegetables,252,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
376,Potato,Vegetables,173,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
377,Onion,Vegetables,178,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
378,Carrot,Vegetables,119,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
379,Spinach,Vegetables,245,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
380,Cabbage,Vegetables,289,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
381,Apple,Fruits,52,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
382,Banana,Fruits,182,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
383,Orange,Fruits,293,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
384,Mango,Fruits,240,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
385,Grapes,Fruits,206,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
386,Papaya,Fruits,267,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
387,Milk,Dairy,184,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
388,Cheese,Dairy,278,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
389,Butter,Dairy,48,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
390,Paneer,Dairy,119,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
391,Yogurt,Dairy,128,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
392,Rice,Grains,142,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
393,Wheat,Grains,208,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
394,Barley,Grains,253,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
395,Oats,Grains,207,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
396,Corn,Grains,54,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
397,Tomato,Vegetables,230,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
398,Potato,Vegetables,233,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
399,Onion,Vegetables,47,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
400,Carrot,Vegetables,227,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
401,Spinach,Vegetables,70,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
402,Cabbage,Vegetables,292,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
403,Apple,Fruits,140,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
404,Banana,Fruits,149,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
405,Orange,Fruits,148,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
406,Mango,Fruits,56,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
407,Grapes,Fruits,189,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
408,Papaya,Fruits,283,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
409,Milk,Dairy,115,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
410,Cheese,Dairy,235,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
411,Butter,Dairy,115,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
412,Paneer,Dairy,192,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
413,Yogurt,Dairy,174,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
414,Rice,Grains,110,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
415,Wheat,Grains,240,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
416,Barley,Grains,252,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
417,Oats,Grains,70,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
418,Corn,Grains,295,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
419,Tomato,Vegetables,243,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
420,Potato,Vegetables,96,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
421,Onion,Vegetables,291,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
422,Carrot,Vegetables,201,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
423,Spinach,Vegetables,277,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
424,Cabbage,Vegetables,295,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
425,Apple,Fruits,21,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
426,Banana,Fruits,101,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
427,Orange,Fruits,38,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
428,Mango,Fruits,64,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
429,Grapes,Fruits,32,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
430,Papaya,Fruits,129,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
431,Milk,Dairy,173,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
432,Cheese,Dairy,280,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
433,Butter,Dairy,166,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
434,Paneer,Dairy,246,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
435,Yogurt,Dairy,163,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
436,Rice,Grains,236,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
437,Wheat,Grains,24,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
438,Barley,Grains,262,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
439,Oats,Grains,122,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
440,Corn,Grains,238,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
441,Tomato,Vegetables,163,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
442,Potato,Vegetables,189,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
443,Onion,Vegetables,252,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
444,Carrot,Vegetables,199,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
445,Spinach,Vegetables,97,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
446,Cabbage,Vegetables,237,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
447,Apple,Fruits,30,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
448,Banana,Fruits,206,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
449,Orange,Fruits,131,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
450,Mango,Fruits,137,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
451,Grapes,Fruits,224,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
452,Papaya,Fruits,47,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
453,Milk,Dairy,169,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
454,Cheese,Dairy,111,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
455,Butter,Dairy,56,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
456,Paneer,Dairy,105,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
457,Yogurt,Dairy,271,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
458,Rice,Grains,95,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
459,Wheat,Grains,142,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
460,Barley,Grains,126,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
461,Oats,Grains,267,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
462,Corn,Grains,179,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
463,Tomato,Vegetables,141,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
464,Potato,Vegetables,213,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
465,Onion,Vegetables,178,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
466,Carrot,Vegetables,138,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
467,Spinach,Vegetables,149,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
468,Cabbage,Vegetables,46,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
469,Apple,Fruits,92,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
470,Banana,Fruits,71,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
471,Orange,Fruits,91,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
472,Mango,Fruits,271,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
473,Grapes,Fruits,226,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
474,Papaya,Fruits,267,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
475,Milk,Dairy,184,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
476,Cheese,Dairy,41,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
477,Butter,Dairy,100,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
478,Paneer,Dairy,152,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
479,Yogurt,Dairy,215,kg,https://source.unsplash.com/400x400/?Yogurt,"Fresh Yogurt from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
480,Rice,Grains,255,kg,https://source.unsplash.com/400x400/?Rice,"Fresh Rice from local farms. High quality grains product, rich in nutrients and perfect for daily use."
481,Wheat,Grains,166,kg,https://source.unsplash.com/400x400/?Wheat,"Fresh Wheat from local farms. High quality grains product, rich in nutrients and perfect for daily use."
482,Barley,Grains,288,kg,https://source.unsplash.com/400x400/?Barley,"Fresh Barley from local farms. High quality grains product, rich in nutrients and perfect for daily use."
483,Oats,Grains,43,kg,https://source.unsplash.com/400x400/?Oats,"Fresh Oats from local farms. High quality grains product, rich in nutrients and perfect for daily use."
484,Corn,Grains,231,kg,https://source.unsplash.com/400x400/?Corn,"Fresh Corn from local farms. High quality grains product, rich in nutrients and perfect for daily use."
485,Tomato,Vegetables,276,kg,https://source.unsplash.com/400x400/?Tomato,"Fresh Tomato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
486,Potato,Vegetables,166,kg,https://source.unsplash.com/400x400/?Potato,"Fresh Potato from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
487,Onion,Vegetables,116,kg,https://source.unsplash.com/400x400/?Onion,"Fresh Onion from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
488,Carrot,Vegetables,243,kg,https://source.unsplash.com/400x400/?Carrot,"Fresh Carrot from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
489,Spinach,Vegetables,74,kg,https://source.unsplash.com/400x400/?Spinach,"Fresh Spinach from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
490,Cabbage,Vegetables,210,kg,https://source.unsplash.com/400x400/?Cabbage,"Fresh Cabbage from local farms. High quality vegetables product, rich in nutrients and perfect for daily use."
491,Apple,Fruits,242,kg,https://source.unsplash.com/400x400/?Apple,"Fresh Apple from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
492,Banana,Fruits,27,kg,https://source.unsplash.com/400x400/?Banana,"Fresh Banana from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
493,Orange,Fruits,80,kg,https://source.unsplash.com/400x400/?Orange,"Fresh Orange from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
494,Mango,Fruits,244,kg,https://source.unsplash.com/400x400/?Mango,"Fresh Mango from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
495,Grapes,Fruits,99,kg,https://source.unsplash.com/400x400/?Grapes,"Fresh Grapes from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
496,Papaya,Fruits,290,kg,https://source.unsplash.com/400x400/?Papaya,"Fresh Papaya from local farms. High quality fruits product, rich in nutrients and perfect for daily use."
497,Milk,Dairy,80,kg,https://source.unsplash.com/400x400/?Milk,"Fresh Milk from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
498,Cheese,Dairy,67,kg,https://source.unsplash.com/400x400/?Cheese,"Fresh Cheese from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
499,Butter,Dairy,39,kg,https://source.unsplash.com/400x400/?Butter,"Fresh Butter from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
500,Paneer,Dairy,289,kg,https://source.unsplash.com/400x400/?Paneer,"Fresh Paneer from local farms. High quality dairy product, rich in nutrients and perfect for daily use."
